Time,Participant,Condition,Item,Response.orig,Response,RT
1645404986,804497642bae2f47d558f0fd0055b89a,Eweak,8,No.,0,9127
1645404986,804497642bae2f47d558f0fd0055b89a,Eweak,18,No.,0,5698
1645404986,804497642bae2f47d558f0fd0055b89a,Eweak,52,No.,0,22032
1645404986,804497642bae2f47d558f0fd0055b89a,Eweak,34,Yes.,1,5393
1645404986,804497642bae2f47d558f0fd0055b89a,Eweak,50,No.,0,5304
1645404986,804497642bae2f47d558f0fd0055b89a,Estrong,31,Yes.,1,12022
1645404986,804497642bae2f47d558f0fd0055b89a,Eweak,32,Yes.,1,6328
1645404986,804497642bae2f47d558f0fd0055b89a,Eweak,24,No.,0,5529
1645404986,804497642bae2f47d558f0fd0055b89a,Eweak,20,No.,0,5469
1645404986,804497642bae2f47d558f0fd0055b89a,Estrong,29,Yes.,1,9212
1645404986,804497642bae2f47d558f0fd0055b89a,Estrong,5,No.,0,13351
1645404986,804497642bae2f47d558f0fd0055b89a,Eweak,30,No.,0,8991
1645404986,804497642bae2f47d558f0fd0055b89a,Eweak,10,No.,0,5953
1645404986,804497642bae2f47d558f0fd0055b89a,Estrong,1,Yes.,1,3651
1645404986,804497642bae2f47d558f0fd0055b89a,Estrong,19,Yes.,1,3911
1645404986,804497642bae2f47d558f0fd0055b89a,Estrong,27,Yes.,1,5623
1645404986,804497642bae2f47d558f0fd0055b89a,Estrong,21,Yes.,1,4956
1645404986,804497642bae2f47d558f0fd0055b89a,Eweak,22,No.,0,5841
1645404986,804497642bae2f47d558f0fd0055b89a,Estrong,47,Yes.,1,4794
1645404986,804497642bae2f47d558f0fd0055b89a,Eweak,36,No.,0,6326
1645404986,804497642bae2f47d558f0fd0055b89a,Eweak,26,Yes.,1,7102
1645404986,804497642bae2f47d558f0fd0055b89a,Eweak,54,No.,0,6080
1645404986,804497642bae2f47d558f0fd0055b89a,Estrong,15,Yes.,1,3170
1645404986,804497642bae2f47d558f0fd0055b89a,Estrong,9,Yes.,1,3745
1645404986,804497642bae2f47d558f0fd0055b89a,Estrong,35,No.,0,9784
1645404986,804497642bae2f47d558f0fd0055b89a,Eweak,46,No.,0,9592
1645404986,804497642bae2f47d558f0fd0055b89a,Estrong,37,Yes.,1,7257
1645404986,804497642bae2f47d558f0fd0055b89a,Eweak,42,No.,0,6721
1645404986,804497642bae2f47d558f0fd0055b89a,Estrong,11,Yes.,1,4812
1645404986,804497642bae2f47d558f0fd0055b89a,Estrong,49,Yes.,1,4305
1645404986,804497642bae2f47d558f0fd0055b89a,Eweak,58,Yes.,1,3812
1645404986,804497642bae2f47d558f0fd0055b89a,Estrong,57,Yes.,1,5834
1645404986,804497642bae2f47d558f0fd0055b89a,Estrong,33,Yes.,1,3687
1645404986,804497642bae2f47d558f0fd0055b89a,Estrong,55,No.,0,4137
1645404986,804497642bae2f47d558f0fd0055b89a,Estrong,23,Yes.,1,4359
1645404986,804497642bae2f47d558f0fd0055b89a,Eweak,44,Yes.,1,4132
1645404986,804497642bae2f47d558f0fd0055b89a,Eweak,4,No.,0,6360
1645404986,804497642bae2f47d558f0fd0055b89a,Estrong,7,Yes.,1,4684
1645404986,804497642bae2f47d558f0fd0055b89a,Estrong,59,Yes.,1,9955
1645404986,804497642bae2f47d558f0fd0055b89a,Estrong,3,Yes.,1,5437
1645404986,804497642bae2f47d558f0fd0055b89a,Estrong,43,Yes.,1,4073
1645404986,804497642bae2f47d558f0fd0055b89a,Estrong,13,Yes.,1,5987
1645404986,804497642bae2f47d558f0fd0055b89a,Eweak,14,No.,0,17835
1645404986,804497642bae2f47d558f0fd0055b89a,Eweak,28,Yes.,1,5520
1645404986,804497642bae2f47d558f0fd0055b89a,Estrong,45,Yes.,1,3600
1645404986,804497642bae2f47d558f0fd0055b89a,Eweak,60,No.,0,10706
1645404986,804497642bae2f47d558f0fd0055b89a,Eweak,6,Yes.,1,5158
1645404986,804497642bae2f47d558f0fd0055b89a,Estrong,17,Yes.,1,17141
1645404986,804497642bae2f47d558f0fd0055b89a,Eweak,2,No.,0,3315
