Time,Participant,Condition,Item,Response.orig,Response,RT
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,58,No.,0,7475
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,6,No.,0,3155
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,13,No.,0,4243
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,44,Yes.,1,9445
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,56,No.,0,17517
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,43,No.,0,6715
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,18,No.,0,3309
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,42,No.,0,6555
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,23,No.,0,5100
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,7,No.,0,15453
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,17,Yes.,1,13909
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,47,Yes.,1,20347
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,59,No.,0,12644
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,9,Yes.,1,2219
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,26,Yes.,1,9044
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,40,Yes.,1,11916
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,39,Yes.,1,5549
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,51,Yes.,1,11284
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,20,No.,0,6980
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,45,No.,0,5548
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,21,No.,0,6644
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,4,Yes.,1,11237
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,25,No.,0,5789
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,1,Yes.,1,7923
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,30,Yes.,1,5204
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,60,No.,0,9221
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,37,No.,0,2820
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,55,No.,0,10436
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,48,No.,0,6364
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,38,No.,0,11501
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,49,No.,0,3787
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,19,No.,0,4244
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,5,No.,0,5156
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,8,No.,0,2613
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,27,No.,0,4373
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,24,No.,0,7394
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,2,No.,0,3709
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,29,No.,0,8826
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,41,No.,0,3140
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,28,No.,0,4965
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,53,No.,0,2276
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,32,No.,0,2747
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,54,No.,0,8972
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,33,Yes.,1,4180
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,50,No.,0,8140
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,34,Yes.,1,5708
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,36,Yes.,1,8133
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,52,Yes.,1,6805
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,15,Yes.,1,9005
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,31,No.,0,20277
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,22,Yes.,1,4245
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,12,No.,0,11715
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,46,No.,0,8444
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,3,No.,0,6404
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,11,Yes.,1,5852
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,10,Yes.,1,4236
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,35,No.,0,4092
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,57,No.,0,5276
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,14,No.,0,5764
1615662809,719c301bdcd2357a19a8142b70de012c,ESI,16,No.,0,7091
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,12,No.,0,6519
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,59,No.,0,5705
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,10,No.,0,4346
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,56,Yes.,1,5493
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,9,Yes.,1,5436
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,35,No.,0,5017
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,58,No.,0,4780
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,60,No.,0,4835
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,40,Yes.,1,5422
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,54,No.,0,6250
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,43,Yes.,1,9113
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,39,Yes.,1,7207
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,8,No.,0,3743
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,27,No.,0,3682
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,17,Yes.,1,4148
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,45,No.,0,2678
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,28,Yes.,1,3768
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,1,Yes.,1,5238
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,52,Yes.,1,4987
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,23,Yes.,1,4549
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,22,No.,0,3729
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,20,No.,0,3087
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,49,No.,0,2744
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,11,No.,0,4697
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,44,Yes.,1,2478
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,46,No.,0,3311
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,36,Yes.,1,2581
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,34,Yes.,1,2592
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,42,No.,0,6212
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,57,No.,0,2723
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,33,Yes.,1,1790
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,25,Yes.,1,4354
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,51,No.,0,4567
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,47,Yes.,1,2400
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,14,No.,0,2636
1615662953,f981c6fcab294dcc3b33cedef49ae4bd,ESI,38,Yes.,1,2802
